text,intent_name
soy nueva alumna me puede indicar que pagos debo hacer para la matricula?,matricula_procedimiento
¿Cuál es el proceso de matrícula para un alumno regular?,matricula_procedimiento
Soy alumno regular como es el proceso de matricula,matricula_procedimiento
"Hola, soy alumno regular quiero saber como realizar mi matricula",matricula_procedimiento
soy alumno regular de fisica me podrias decir cual es el proceso de matricula,matricula_procedimiento
soy alumno regular de ciencias de la computación cual es el proceso de matricula,matricula_procedimiento
una consulta soy alumno regular de matematicas me indicaron que debo hacer unos pagos e ingresar a una plataforma para hacer mi matricula pero no entendi bien,matricula_procedimiento
soy alumno regular como realizo mi matricula,matricula_procedimiento
cual es el procedimiento de matricula como alumno regular,matricula_procedimiento
que pagos debo hacer este ciclo para la matricula soy alumno regular,matricula_procedimiento
como alumno regular que pagos debo hacer para realizar la matricula,matricula_procedimiento
actualmente soy alumno regular hay algo que debo pagar para la matricula,matricula_procedimiento
este va a ser mi segundo ciclo debo pagar algo por la matricula,matricula_procedimiento
es mi segundo ciclo hay algo que debo pagar a parte del autoseguro para la matricula,matricula_procedimiento
que pagos debo hacer para la matricula si soy alumno regular,matricula_procedimiento
tengo que hacer algun tramite para matricularme en el segundo ciclo,matricula_procedimiento
este ciclo debo realizar algun tramite mas para la matricula a parte pagar el autoseguro si soy alumno regular,matricula_procedimiento
este nuevo ciclo que se esta aperturando la matricula es automatica o debo hacer algun tramite actualmete soy alumno regular,matricula_procedimiento
como me puedo matricular si soy alumno regular,matricula_procedimiento
cual es procedimiento para la matricula siendo alumno regular,matricula_procedimiento
que pagos debo hacer como alumno regular para la matricula,matricula_procedimiento
a parte del autoseguro hay algo mas que pagar como alumno regular,matricula_procedimiento
no estoy seguro si debo pagar algo mas que el autoseguro para la matricula este ciclo es mi segundo ciclo,matricula_procedimiento
soy alumno de segundo ciclo como me matricula,matricula_procedimiento
quiero matricularme en el segundo ciclo,matricula_procedimiento
cuanto pagos debo hacer para la matricula si soy alumno regular,matricula_procedimiento
cual es el proceso de matricula para este segundo ciclo,matricula_procedimiento
acabo de pagar el autoseguro es necesario que le entregue el voucher a aera para matricularme si soy alumno regular?,matricula_procedimiento
ya pague el autoseguro debo realizar algo mas para mi matricula soy alumno en tercer ciclo,matricula_procedimiento
me gustaria matricularme en el tercer ciclo que pagos debo hacer,matricula_procedimiento
"hola que tal, soy alumno regular ya pague el autoseguro pero no me creo que pueda ir a dejar la boleta por que me encuentro en provincia. Es necesario?",matricula_procedimiento
como alumno regular debo pagar algo mas a parte del autoseguro?,matricula_procedimiento
es mi segundo ciclo que mas pagos debo hacer aparte del autoseguro ?,matricula_procedimiento
soy alumno regular aparte de pagar el autoseguro que mas debo pagar o tramitar para la matricula?,matricula_procedimiento
es mi segundo ciclo queria saber si debo pagar pagar nuevamente por el carnet para la matricula o solo el autoseguro se paga?,matricula_procedimiento
es mi tercer ciclo queria confirmar si solo debo para el autoseguro o debo cancelar algo mas?,matricula_procedimiento
¿Cómo obtener mi carnet universitario?,carnet_universitario__solicitud
¿Cómo puedo obtener mi carnet universitario?,carnet_universitario__solicitud
como puedo tramitar mi carnet universitario,carnet_universitario__solicitud
como tramito mi carnet universitario,carnet_universitario__solicitud
como solicitar mi carnet universitario,carnet_universitario__solicitud
para que me den mi carnet universitario que debo hacer,carnet_universitario__solicitud
quiero obtener mi carnet universitario que debo hacer,carnet_universitario__solicitud
de mas debo hacer para obtener mi carnet universitario?,carnet_universitario__solicitud
a quien le solicito mi carnet universitario,carnet_universitario__solicitud
deseo obtener mi carnet universitario que debo hacer,carnet_universitario__solicitud
quiero solicitar mi carnet de la universidad,carnet_universitario__solicitud
como solicito mi carnet de medio pasaje,carnet_universitario__solicitud
donde solicito mi carnet de la universidad,carnet_universitario__solicitud
donde pago para mi carnet universitario,carnet_universitario__solicitud
que tramite hago para mi carnet universitario,carnet_universitario__solicitud
debo hacer algun para mi carnet universitario,carnet_universitario__solicitud
debo cancelar algo para obtener el carnet universitario,carnet_universitario__solicitud
cuanto debo pagar para obtener mi carnet de medio pasaje,carnet_universitario__solicitud
a que oficina le escribo para obtener mi carnet de universidad,carnet_universitario__solicitud
en donde pago para tramitar mi carnet de universidad,carnet_universitario__solicitud
en que banco para para el carnet universitario,carnet_universitario__solicitud
como se realiza el pago para el carnet universitario,carnet_universitario__solicitud
quiero informacion sobre como tramitar mi carnet universitario,carnet_universitario__solicitud
no puede tramitar mi carnet universitario como lo hago,carnet_universitario__solicitud
para sacar el carnet universitario debo pagar algo?,carnet_universitario__solicitud
el carnet universitario es gratis?,carnet_universitario__solicitud
a donde debo pagar por el carnet universitario?,carnet_universitario__solicitud
a donde voy para tramitar mi carnet,carnet_universitario__solicitud
a que oficina debo ir para tramitar mi carnet universitario,carnet_universitario__solicitud
tengo que enviar mi voucher de pago para mi carnet de universitario,carnet_universitario__solicitud
debo entregar la boleta de pago de mi carnet universitario,carnet_universitario__solicitud
es necesario entregar mi voucher de pago para mi carnet,carnet_universitario__solicitud
ya pague el carnet universitario hay algo mas que debo hacer?,carnet_universitario__solicitud
acabo de pagar mi carnet universitario como puedo saber cuando estara?,carnet_universitario__solicitud
ya pague el carnet universitario me informaran cuando ya este listo para recojo?,carnet_universitario__solicitud
cuando sera el recojo de carnet universitario ya he pagado?,carnet_universitario__solicitud
me avisaran para el recojo del carnet de universidad?,carnet_universitario__solicitud
uno duda ya ague por el carnet cuando se estaran entregando?,carnet_universitario__solicitud
cuando se estaran entregando los carnet de universidad?,carnet_universitario__solicitud
debo pagar algo para el carnet de universidad?,carnet_universitario__solicitud
a donde debo ir a cancelar lo del carnet de universitario?,carnet_universitario__solicitud
como se cancela lo del carner de universidad?,carnet_universitario__solicitud
¿Cuando es la matrícula?,matricula__cronograma
¿Cuales son los dias de matrícula?,matricula__cronograma
Hola porfavor quiero saber la fecha de matricula del siguiente ciclo,matricula__cronograma
"Buen día, quiero saber cuando es la matrícula",matricula__cronograma
"Hola, cuales son los dias de matricula",matricula__cronograma
"Buenas tardes, podria  decirme que dias son las fechas de la matricula",matricula__cronograma
"Buenas dias, cuales son las fechas de la matricula",matricula__cronograma
"Buenos días, deseo que saber cuando comienza la matrícula",matricula__cronograma
"Buenas tardes, como puedo saber el día de mi matrícula",matricula__cronograma
"Buenos días, quiero información sobre la fecha de matrícula",matricula__cronograma
Hola quiero saber cuando se hara la matricula en el siguiente ciclo,matricula__cronograma
quiero saber en que fechas se hara la matricula,matricula__cronograma
"Hola Aerito, me puedes decir donde encontrar el cronograma de matricula",matricula__cronograma
Hola porfavor dime la fecha de matricula del siguiente ciclo,matricula__cronograma
"hola que tal, quisiera saber en que fechas se hará la matricula",matricula__cronograma
ayudame a saber cual son las fechas de matricula,matricula__cronograma
cual es el cronograma de matricula,matricula__cronograma
si dime cuales seran las fechas de matricula para este ciclo,matricula__cronograma
Deseo que saber cuando comienza la matrícula,matricula__cronograma
quiero saber donde esta el cronograma de matricula,matricula__cronograma
"Si, quiero saber que dias son la matricula",matricula__cronograma
"si, me puedes decir la fecha de la matricula",matricula__cronograma
soy ingresante quiero saber cuando es la matricula,matricula__cronograma
donde puede encontrar las fechas de la matricula,matricula__cronograma
puedes decirme que dias son la matricula.,matricula__cronograma
"Entiendo, y cuando seran los dias de la matricula",matricula__cronograma
Como puedo saber el día de mi matricula,matricula__cronograma
cual es la fecha de la matricula del siguiente ciclo?,matricula__cronograma
me puedes decir cuando sera la matricula para el siguiente ciclo,matricula__cronograma
en el siguiente periodo academico cuando sera la matricula segun el calendario,matricula__cronograma
ya salio las fechas de las matriculas para el siguiente ciclo,matricula__cronograma
en que parte puedo encontrar el calendario de las fechas de matricula,matricula__cronograma
ya salieron las fechas de matricula este ciclo?,matricula__cronograma
en donde publicaran la fechas de matricula ?,matricula__cronograma
ya se publico las fechas de la matricula?,matricula__cronograma
aun no se publican la fechas de la matricula?,matricula__cronograma
tengo entendido que ya salieron las fechas de la matricula en donde lo puedo encontrar?,matricula__cronograma
si ya salieron la fechas de la matricula me lo puedes enviar?,matricula__cronograma
cuando se realizar la matricula el proximo ciclo,matricula__cronograma
todavia no se tienen fecha para la matricula del siguiente ciclo?,matricula__cronograma
el cronograma de la matricula ya salio?,matricula__cronograma
una consulta ya se publico el cronograma de la matricula?,matricula__cronograma
el cronograma de la matricula esta disponible?,matricula__cronograma
¿Cuál es mi horario de matrícula?,matricula__horarios
"Buenos días, deseo que saber a que hora comienza la matrícula",matricula__horarios
"Buenas tardes, como puedo saber la hora de mi matrícula",matricula__horarios
"Buen día, a que hora inicia la matrícula",matricula__horarios
"Buen día, necesito saber cuando me toca matricularme",matricula__horarios
"Buenos días, quisiera información sobre los horarios de matrícula",matricula__horarios
cuales son los horarios de la matricula?,matricula__horarios
donde puedo encontrar los horarios de la matricula?,matricula__horarios
"Buen día, quiero saber cual es el horario de la matrícula",matricula__horarios
"si, quiero saber cuales son los horarios de la matricula",matricula__horarios
ya veo tambien quisiera saber  mi horario de matricula.,matricula__horarios
"Entiendo, me podria decir como saber mi horario de matricula.",matricula__horarios
me podria decir como saber mi horario de matricula.,matricula__horarios
si tambien quiero saber mi horario de matricula,matricula__horarios
y como puedo saber mi horario de matriculas,matricula__horarios
quiero saber en que horario debo ingresar para mi matricula,matricula__horarios
donde puedo ver el horario que me ha tocado para realizar mi matricula,matricula__horarios
como veo mi horario de matricula,matricula__horarios
donde encuentro mi horario de matricula,matricula__horarios
a que hora me toca mi matricula,matricula__horarios
donde veo mi horario de matricula,matricula__horarios
ya salieron los horario de la matricula,matricula__horarios
a que hora me toca mi matricula,matricula__horarios
me han dicho que la matricula es por horarios como se cuando es el mio,matricula__horarios
cuando es mi hora de matricula,matricula__horarios
como puedo saber si me toca hoy la matricula,matricula__horarios
que dia y hora me toca la matricula,matricula__horarios
Necesito saber la fecha de mi matrícula,matricula__horarios
cuando puedo matricularme,matricula__horarios
a que hora me toca la matricula,matricula__horarios
que tal aerito dime si ya salio mi hora de matricula?,matricula__horarios
donde encuentro mi horario de matricula?,matricula__horarios
una consulta como puedo saber a que hora me toca mi matricula?,matricula__horarios
en donde puedo ver cual es mi hora para la matricula?,matricula__horarios
que turno soy en la matricula?,matricula__horarios
como veo cual es mi turno para la matricula?,matricula__horarios
quiero saber mi turno para la matricula?,matricula__horarios
ya estan disponibles los horarios para la matricula?,matricula__horarios
ya se publicaron los horarios de la matricula?,matricula__horarios
"hola aerito, una consulta ya salieron los horarios de la matricula?",matricula__horarios
me comentaron que ya estan disponibles los horarios de la matricula donde los puedo ver?,matricula__horarios
¿Como realizo el pago de autoseguro?,pago_autoseguro_procedimiento
"Buenas, cual es el procedimiento para pagar el autoseguro",pago_autoseguro_procedimiento
"Hola Aerito, quiero saber como pagar el autoseguro",pago_autoseguro_procedimiento
"Hola, como puedo realizar el pago del autoseguro",pago_autoseguro_procedimiento
"Buen dia, donde pago el autoseguro?",pago_autoseguro_procedimiento
"Buenas tardes, como pago el autoseguro",pago_autoseguro_procedimiento
"Buenas tardes, en que banco pago el autoseguro",pago_autoseguro_procedimiento
Hola hoy quiero pagar el autoseguro puedes decirme como,pago_autoseguro_procedimiento
"Buenas dias, como hago para pagar el autoseguro",pago_autoseguro_procedimiento
"Hola, como pago el autoseguro",pago_autoseguro_procedimiento
Buenas dias es que me han dicho que pague el autoseguro pero no entiendo como,pago_autoseguro_procedimiento
"Buenas, como pago lo del autoseguro",pago_autoseguro_procedimiento
"Hola que tal, pude decirme como pagar el autoseguro",pago_autoseguro_procedimiento
"Buen día, como realizo el pago del Autoseguro",pago_autoseguro_procedimiento
"Hola, para pagar el autoseguro que debo hacer",pago_autoseguro_procedimiento
"Buenas tardes, como pago el concepto de autoseguro",pago_autoseguro_procedimiento
entonces como hago para pagar el autoseguro,pago_autoseguro_procedimiento
quiero saber como es el método para pagar el autoseguro,pago_autoseguro_procedimiento
Como puedo realizar el pago de autoseguro,pago_autoseguro_procedimiento
cual es el proceso para pagar el autoseguro,pago_autoseguro_procedimiento
quiero pagar el autoseguro que debo hacer,pago_autoseguro_procedimiento
el pago de autoseguro se hace en el banco BCP o como,pago_autoseguro_procedimiento
por que banco que paga el autoseguro,pago_autoseguro_procedimiento
Quiero realizar el pago del autoseguro,pago_autoseguro_procedimiento
dime que hacer para pagar el autoseguro,pago_autoseguro_procedimiento
"puedes decirme que hacer para pagar el autoseguro, creo que ha cambiado el metodo",pago_autoseguro_procedimiento
cual es el procedimiento para pagar el autoseguro,pago_autoseguro_procedimiento
porfa ayudame no se como pagar el autoseguro,pago_autoseguro_procedimiento
tengo una consulta como puedo pagar el autoseguro,pago_autoseguro_procedimiento
cual es el metodo para pagar el autoseguro,pago_autoseguro_procedimiento
para pagar el autoseguro debo emitir orden de pago ?,pago_autoseguro_procedimiento
si quiera saber como hacer el pago de autoseguro,pago_autoseguro_procedimiento
cual es metodo actual para pagar el autoseguro,pago_autoseguro_procedimiento
en donde y cuanto debo pagar por el autoseguro?,pago_autoseguro_procedimiento
por favor dime cuanto y adonde debo ir para pagar el autoseguro?,pago_autoseguro_procedimiento
el autoseguro se paga en banco scotiabank?,pago_autoseguro_procedimiento
en que entidad bancaria se puede pagar el autoseguro?,pago_autoseguro_procedimiento
el autoseguro se paga en caja uni?,pago_autoseguro_procedimiento
puedo pagar el autoseguro en el bcp?,pago_autoseguro_procedimiento
puedo pagar el autoseguro por yape?,pago_autoseguro_procedimiento
en donde puedo pagar el autoseguro?,pago_autoseguro_procedimiento
¿Como puedo matricularme si perdí mi turno de matricula?,perdida_turno_matricula
"Hola, he tenido problemas de conexion y no llegue a matricularme que debo hacer",perdida_turno_matricula
tuve problemas con mi internet y no puede matricularme que debo hacer,perdida_turno_matricula
"Buenas, tuve problemas para realizar mi matricula y no pude matricularme que debo hacer",perdida_turno_matricula
"Buenas, perdí mi turno de matricula como procedo ahora",perdida_turno_matricula
"Hola, no tuve internet y no pude matricularme que debo hacer",perdida_turno_matricula
"Hola, quisiera saber que hacer por que no pude matricularme en mi horario no tuve internet",perdida_turno_matricula
parece que hubo una falla de la red por mi zona y no tuve internet todo el dia por lo que no pude matricularme que debo hacer ahora,perdida_turno_matricula
"Buen día, perdí mi horario de matrícula, que hago",perdida_turno_matricula
"tuve problemas de conexión y no pude entrar en mi horario de matrícula, que puedo hacer",perdida_turno_matricula
"Hola, si perdí mi turno pasaría ha rezagado entonces ?",perdida_turno_matricula
"Buenos dias, no pude conectarme en mi horario de matricula",perdida_turno_matricula
que pasa si perdí mi horario de matrícula,perdida_turno_matricula
no pude matricularme que debería hacer ahora,perdida_turno_matricula
"Buenas noches, no he tenido internet todo el dia y no pude matricularme que debo hacer",perdida_turno_matricula
no vi el horario y se me paso mi turno de matricularme como hago ahora para matricularme,perdida_turno_matricula
"Buenas que tal, si no llegue a matricularme en mi turno pasaría a rezagado ?",perdida_turno_matricula
perdi mi turno para matricularme como procedo,perdida_turno_matricula
"Buen día, no logre matricularme",perdida_turno_matricula
"Hola, no pude entrar en mi turno de matrícula, que puedo hacer",perdida_turno_matricula
"Buenas tardes, hoy me toco matricularme pero no me pude conectar que puedo hacer",perdida_turno_matricula
"Buenas tardes, no me percate bien y perdi mi turno de matricula que debo hacer",perdida_turno_matricula
acabo de perder mi turno de matricula como me matriculo ahora,perdida_turno_matricula
no puede matricularme por problemas de internet paso a matricula rezagada entonces ?,perdida_turno_matricula
acabo de perder mi turno de matricula paso entonces a matricula rezagada?,perdida_turno_matricula
si perdi mi turno de matricula paso a rezagado ?,perdida_turno_matricula
perdi mi turno de matricula que debo hacer,perdida_turno_matricula
acabo de perder mi turno de matricula,perdida_turno_matricula
tuve algunes problemas de red y no pude matricular el sistema ahora ya no me deja que hago,perdida_turno_matricula
el sistema no me deja matricularme y ya paso mi turno que debo hacer,perdida_turno_matricula
no pude matricularme a tiempo y ya paso la matricula que hago,perdida_turno_matricula
como puedo realizar mi matricula si ya perdi mi turno?,perdida_turno_matricula
"no me puder conectar en hora de matricula y ya perdi mi turno. Es sistema ya no me esta dejando matricularme, entiendo que ahora paso a matricula rezagada?",perdida_turno_matricula
perdi mi turno de matricula paso entonces a rezagado?,perdida_turno_matricula
"hubo un apagon por mi casa y no pude completar mi matricula. Me conecte de nuevo pero mi turno ya habia acabado, ahora como puedo hacer para matricularme?",perdida_turno_matricula
acabo de perder mi turno de matricula por temas de conexion digame que puedo hacer para matricularme ahora,perdida_turno_matricula
"buenas tardes, no me acorde que tenia que haberme matriculado en la mañana y ya se paso mi horario que puedo hacer para matricularme?",perdida_turno_matricula
"hola, se paso mi horario y no pude matricularme que podria hacer ahora?",perdida_turno_matricula
"se paso mi turno para la matricula, que debo hacer para poder matricularme este ciclo",perdida_turno_matricula
"acabo de perder mi turno de matricula, pasaria a rezagada mi matricula? que debo pagar o como debo solictarla?",perdida_turno_matricula
"se paso el horaro de mi matricula y no pudo matricula, paso a rezagado? como realizo la matricula es este caso?",perdida_turno_matricula
"como realizo mi matricula, si perdi mi turno de matricula?",perdida_turno_matricula
"como me matriculo, si paso mi turno de matricula y no pude matricularme?",perdida_turno_matricula
¿Cuál es el procedimiento para la matricula rezagada?,matricula_rezagada__procedimiento
Hola mi matricula paso a rezagada cual es el procedimiento,matricula_rezagada__procedimiento
"buenos dias, no pude matricularme en la fecha que me correspondía, cual es el procedimiento para rezagado",matricula_rezagada__procedimiento
Hola ayudame quiero saber como es el procedimiento para el pago de matricula rezagada,matricula_rezagada__procedimiento
como es el procedimiento para la matricula rezagada,matricula_rezagada__procedimiento
"Buenas dias, mi matricula paso a rezagada como debo proceder",matricula_rezagada__procedimiento
"Buenas tardes, me dijeron que mi matricula paso a rezagada pero no se que debo hacer",matricula_rezagada__procedimiento
"Hola, disculpe como realiza la matricula rezagada",matricula_rezagada__procedimiento
"Hola, como me matriculo por rezagado",matricula_rezagada__procedimiento
"Hola, cual es procedimiento para matricularme por rezagada",matricula_rezagada__procedimiento
"Buenas, quiero saber como tramitar mi matricula rezagada",matricula_rezagada__procedimiento
"Hola, no pude matricularme y me dicen que pase a matricula rezagada que debo de hacer",matricula_rezagada__procedimiento
"Buenas tardes, cual es procedimiento para habilitar mi matricula rezagada",matricula_rezagada__procedimiento
"Buenas noches, que pasos debo seguir para la matricula rezagada",matricula_rezagada__procedimiento
"hola, dime para la matricula rezagada debo pagar ?",matricula_rezagada__procedimiento
no pude matricularme a tiempo cual es procedimiento para la matricula rezagada,matricula_rezagada__procedimiento
como me matriculo como rezagado,matricula_rezagada__procedimiento
que hago para que se me habilite el sistema de matricula por rezagado,matricula_rezagada__procedimiento
no pude matricularme y me han dicho que mi matricula paso a rezagado cuales son los pasos,matricula_rezagada__procedimiento
dime como puedo tramitar mi matricula rezagada,matricula_rezagada__procedimiento
cuales son los requisitos para que me habiliten la matricula rezagada,matricula_rezagada__procedimiento
debo pagar algo para que me habiliten la matricula rezagada,matricula_rezagada__procedimiento
que debo pagar y a donde debo enviar el voucher para que se me habilite la matricula rezagada,matricula_rezagada__procedimiento
ahora que mi matricula paso a rezagados que debo hacer no entiendo,matricula_rezagada__procedimiento
cuales son los requisitos para la matricula rezagada,matricula_rezagada__procedimiento
a quien solicito la matricula rezagada,matricula_rezagada__procedimiento
para solicitar la matricula rezagada que debo hacer,matricula_rezagada__procedimiento
disculpa cual es procedimiento para poder matricularme por rezagado,matricula_rezagada__procedimiento
pase a matricula rezagada cual es el proceso,matricula_rezagada__procedimiento
no pague mi autoseguro a tiempo y ahora me mandaraon a rezago como proceso,matricula_rezagada__procedimiento
como procedo con la matricula rezagada,matricula_rezagada__procedimiento
de pagos debo hacer para la matricula rezagado,matricula_rezagada__procedimiento
hay algun pago extra que debo hacer por matricula rezagada,matricula_rezagada__procedimiento
recien pague mi autoseguro y me mandaron a rezagado como procedo,matricula_rezagada__procedimiento
me mandaron a rezagado como realizo mi matricula,matricula_rezagada__procedimiento
no pague el autoseguiro y el carnet a tiempo me dijeron que paso a rezagado debo hacer algun tramite o se habilitara automaticamente mi matricula,matricula_rezagada__procedimiento
que procedimiento debo seguir ahora que mi matricula pazo a rezagado?,matricula_rezagada__procedimiento
como realizo mi matricula si pase a matricula rezagado?,matricula_rezagada__procedimiento
"no pague a tiempo el autoseguro y me dijeron que pasaria a rezagada, este caso como debo proceder para hacer mi matricula en este ciclo?",matricula_rezagada__procedimiento
hay algun pago adicional que se debe hacer para la matricula rezagado?,matricula_rezagada__procedimiento
debo realizar algun tramite o proceso adicional para la matricula o es rezagado?,matricula_rezagada__procedimiento
me podria explicar como es el proceso para la matricula rezagada?,matricula_rezagada__procedimiento
"hay algun pago adicional, proceso o tramite que debo hacer para la matricula rezagada?",matricula_rezagada__procedimiento
¿Cuál es procedimiento para hacer un cambio de sección?,cambio_seccion
Buenas tardes amigo puedes decirme como hacer un cambio de seccion,cambio_seccion
"Hola que tal Aerito, quiero hacer un cambio de horario ya que tengo un cruce en el curso de Fundamentos de programacion",cambio_seccion
"Hola que tal, dime como realizo un cambio de seccion",cambio_seccion
"Hola, deseo realizar un cambio de sección como se realiza",cambio_seccion
Buenos dias dime como realizar un cambio de horario de un curso,cambio_seccion
Buenas quiero cambiarme el horario del curso de biología es posible?,cambio_seccion
"Hola, necesito hacer un cambio de seccion por que se me crusan los horarios de teoria",cambio_seccion
"Hola Aerito, tengo problemas con mi horario actual del curso de Fisica I en la sección B, quiero hacer el cambio a la seccion A",cambio_seccion
"Hola que tal, quiero hacer un cambio de horario en el curso de Quimica General",cambio_seccion
"Hola, dime como realizo el cambio de seccion de un curso",cambio_seccion
"Hola, quiero hacer un cambio de seccion",cambio_seccion
Buenos dias como realizo un cambio de horario de un curso,cambio_seccion
"Buenos días, quiero hacer un cambio de sección",cambio_seccion
quiero hacer un cambio de horario en curso de Quimica General,cambio_seccion
"tengo problemas con mi horario actual del curso de Fisica I en la seccion B, quiero hacer el cambio a la seccion A",cambio_seccion
por favor ayudame a hacer un cambio de seccion,cambio_seccion
ayudame hacer un cambio de seccion,cambio_seccion
necesito hacer un cambio de seccion me puedes ayudar,cambio_seccion
me puedes ayudar con un cambio de seccion,cambio_seccion
como hago el cambio de seccion del curso de Fundamentos de programacion,cambio_seccion
como hago el cambio de seccion del curso de Fisica II,cambio_seccion
como realizo el cambio de horario de un curso,cambio_seccion
quiero saber el procedimiento de un cambio de seccion por que tengo un cruce,cambio_seccion
dime cual el procedimiento para hacer un cambio de seccion de un curso,cambio_seccion
puedes ayudarme quiero hacer un cambio de seccion,cambio_seccion
tengo un problema con los horarios de un curso quisiera solicitar un cambio de seccion a donde lo pido?,cambio_seccion
se me crusa una hora en del horario de teoria del curso de calculo direncial con biologia como puedo solicitar un cambio de horario,cambio_seccion
quiero cambiarme de seccion el curso de quimica general se me hace imposible venir a esa hora,cambio_seccion
quiero cambiar a la seccion b en el curso de fundamentos de programacion en donde lo pido,cambio_seccion
¿Donde puedo ver los horarios de los cursos de este ciclo?,cursos_horarios
"que tal, quiero saber el horario de un curso",cursos_horarios
"Hola, me puedes ayudar no encuentro los horarios de los cursos",cursos_horarios
"Hola que tal Aerito, dime donde encuentro los horarios de los cursos",cursos_horarios
"Hola, no logro encontrar los horarios de los cursos donde estas ?",cursos_horarios
"Hola que tal, quiero saber el horario de mis cursos",cursos_horarios
"Buenos tardes, dime donde puedo encontrar los horarios de los cursos",cursos_horarios
donde encuentro los horarios de los cursos,cursos_horarios
sabes donde puedo encontrar los horarios de las asignaturas para este semestre,cursos_horarios
puedes decirme donde encontrar el horario de los cursos,cursos_horarios
donde puedo encontrar los horarios de los cursos,cursos_horarios
quiero saber los horario de los cursos de este ciclo,cursos_horarios
donde publicaran los horarios de los curso para este ciclo,cursos_horarios
quisiera los el horario de los cursos de este periodo academico,cursos_horarios
quiero saber el horario de mis asignaturas,cursos_horarios
no encuentro los horarios de los curso de este ciclo donde estan?,cursos_horarios
cual es el horario del curso de algoritmos y estructuras de datos?,cursos_horarios
cual es el horario de la seccion B del curso de Calculo Diferencial ?,cursos_horarios
en que horario se dicta el curso de quimica I?,cursos_horarios
cuando se dicta el curso de Fisica I?,cursos_horarios
el curso de programacion orientada a objetos se dicta el lunes?,cursos_horarios
dime cual el dia que se dicta el curso de Matematica Discreta?,cursos_horarios
que dias se dicta el curso de ingles i?,cursos_horarios
aerito ya salieron los horarios de los cursos?,cursos_horarios
aerito forvaor dime si ya estan los horarios de los cursos,cursos_horarios
ya estan disponibles los hoarios de los cursos?,cursos_horarios
a que hora comienza las clases del curso de biologia?,cursos_horarios
cual es el horario para la seccion b del curso de quimica i?,cursos_horarios
"Hola, quiero saber el horario del curso de FISICA III",cursos_horarios
"Buenas dias, me podria decir cuales son los horarios para el curso de Algoritmos",cursos_horarios
"Buenas noches, quiero saber el curso de electomagnetismo",cursos_horarios
quiero saber el horario del curso de algebra lineal para fisicos,cursos_horarios
dime cual el horario del curso de calculo diferencial e integral avanzado,cursos_horarios
Dime el horario de calculo integral,cursos_horarios
ya salieron los horarios de los cursos?,cursos_horarios
"hola aerito, dime los horarios de los cursos ya estan publicados?",cursos_horarios
cuando se publican los horarios de los cursos?,cursos_horarios
cuando salen los horarios de los cursos,cursos_horarios
todavia no ha salido los horarios de los cursos?,cursos_horarios
cuando salen los horarios de los cursos?,cursos_horarios
¿Cómo realizo un <retiro parcial>[procedimiento]?,retiro_parcial__procedimiento
como hago un <retiro parcial>[procedimiento],retiro_parcial__procedimiento
¿Cómo me retiro de un curso?,retiro_parcial__procedimiento
Estoy matriculado en 3 cursos y quiero salirme de uno,retiro_parcial__procedimiento
¿Qué pasos debo seguir para el <retiro parcial>[procedimiento]?,retiro_parcial__procedimiento
¿Cómo se inicia el trámite para el <retiro parcial>[procedimiento]?,retiro_parcial__procedimiento
"mande un correo a estadística pidiendo que me retire de un curso, pero aún figura en mi intranet",retiro_parcial__procedimiento
¿Cómo se tramita el <retiro parcial>[procedimiento]?,retiro_parcial__procedimiento
Debo presentar una carta a ORCE para retirarme de un curso?,retiro_parcial__procedimiento
¿Dónde encuentro un modelo de solicitud para el <retiro parcial>[procedimiento]?,retiro_parcial__procedimiento
puede decirme como realizar un <retiro parcial>[procedimiento] ?,retiro_parcial__procedimiento
"Por motivos de fuerza mayor quiero dejar de llevar un curso, ¿qué debo hacer?",retiro_parcial__procedimiento
Podría indicarme el procedimiento para realizar el <retiro parcial>[procedimiento] para el presente ciclo?,retiro_parcial__procedimiento
me puede indicar cual es el procedimiento del <retiro parcial>[procedimiento],retiro_parcial__procedimiento
cual es el procedimiento del <retiro parcial>[procedimiento],retiro_parcial__procedimiento
cual es el procedimiento para realizar un retiro de un curso?,retiro_parcial__procedimiento
que procedimiento puedo seguir para realizar el <retiro parcial>[procedimiento]?,retiro_parcial__procedimiento
me han dicho que puedo retirarme de un curso solo por el intranet de orce cuales son lo paso ?,retiro_parcial__procedimiento
como puedo solicitar el <retiro parcial>[procedimiento],retiro_parcial__procedimiento
deseo realizar el <retiro parcial>[procedimiento] de un curso como procedo,retiro_parcial__procedimiento
deseo realizar el retiro paracial de varios curso como procedo,retiro_parcial__procedimiento
como procedo para hacer el <retiro parcial>[procedimiento] ?,retiro_parcial__procedimiento
"Hola, estoy matriculado en 3 cursos y quiero salirme de uno",retiro_parcial__procedimiento
"Buenos dias, ¿Qué pasos debo seguir para el <retiro parcial>[procedimiento]?",retiro_parcial__procedimiento
"Hola que tal, un consulta ¿Cómo se inicia el trámite para el <retiro parcial>[procedimiento]?",retiro_parcial__procedimiento
"HOla, mande un correo a estadística pidiendo que me retire de un curso, pero aún figura en mi intranet",retiro_parcial__procedimiento
"BUENAS TARDES, ¿Cómo se tramita el <retiro parcial>[procedimiento]?",retiro_parcial__procedimiento
"Hola que tal, Debo presentar una carta a ORCE para retirarme de un curso?",retiro_parcial__procedimiento
